證券代碼	簡稱	年月日	收盤價(元)
1101   	台泥         	20140102	   32.76
1102   	亞泥         	20140102	   30.45
1103   	嘉泥         	20140102	   13.42
1104   	環泥         	20140102	   20.91
1108   	幸福         	20140102	    6.49
1109   	信大         	20140102	   10.76
1110   	東泥         	20140102	   16.87
1201   	味全         	20140102	   50.47
1203   	味王         	20140102	   19.84
1210   	大成         	20140102	   15.43
1101   	台泥         	20140103	   32.15
1102   	亞泥         	20140103	   30.17
1103   	嘉泥         	20140103	   13.51
1104   	環泥         	20140103	   20.83
1108   	幸福         	20140103	    6.47
1109   	信大         	20140103	   10.80
1110   	東泥         	20140103	   16.54
1201   	味全         	20140103	   50.37
1203   	味王         	20140103	   19.88
1210   	大成         	20140103	   15.52
1101   	台泥         	20140106	   31.46
1102   	亞泥         	20140106	   29.97
1103   	嘉泥         	20140106	   13.12
1104   	環泥         	20140106	   20.83
1108   	幸福         	20140106	    6.45
1109   	信大         	20140106	   10.71
1110   	東泥         	20140106	   16.44
1201   	味全         	20140106	   49.78
1203   	味王         	20140106	   19.84
1210   	大成         	20140106	   15.58
1101   	台泥         	20140107	   31.86
1102   	亞泥         	20140107	   30.05
1103   	嘉泥         	20140107	   13.38
1104   	環泥         	20140107	   22.27
1108   	幸福         	20140107	    6.47
1109   	信大         	20140107	   10.76
1110   	東泥         	20140107	   16.63
1201   	味全         	20140107	   49.98
1203   	味王         	20140107	   19.88
1210   	大成         	20140107	   15.61
1101   	台泥         	20140108	   31.68
1102   	亞泥         	20140108	   30.01
1103   	嘉泥         	20140108	   13.29
1104   	環泥         	20140108	   21.83
1108   	幸福         	20140108	    6.45
1109   	信大         	20140108	   10.71
1110   	東泥         	20140108	   16.58
1201   	味全         	20140108	   49.49
1203   	味王         	20140108	   19.84
1210   	大成         	20140108	   15.37
1101   	台泥         	20140109	   30.96
1102   	亞泥         	20140109	   29.93
1103   	嘉泥         	20140109	   13.21
1104   	環泥         	20140109	   21.02
1108   	幸福         	20140109	    6.44
1109   	信大         	20140109	   10.76
1110   	東泥         	20140109	   16.49
1201   	味全         	20140109	   48.89
1203   	味王         	20140109	   20.04
1210   	大成         	20140109	   15.49
1101   	台泥         	20140110	   31.61
1102   	亞泥         	20140110	   29.93
1103   	嘉泥         	20140110	   13.38
1104   	環泥         	20140110	   21.13
1108   	幸福         	20140110	    6.44
1109   	信大         	20140110	   10.80
1110   	東泥         	20140110	   16.49
1201   	味全         	20140110	   48.84
1203   	味王         	20140110	   20.16
1210   	大成         	20140110	   15.55
1101   	台泥         	20140113	   31.61
1102   	亞泥         	20140113	   29.81
1103   	嘉泥         	20140113	   13.25
1104   	環泥         	20140113	   20.87
1108   	幸福         	20140113	    6.41
1109   	信大         	20140113	   10.80
1110   	東泥         	20140113	   16.58
1201   	味全         	20140113	   49.39
1203   	味王         	20140113	   20.28
1210   	大成         	20140113	   15.55
1101   	台泥         	20140114	   31.83
1102   	亞泥         	20140114	   29.81
1103   	嘉泥         	20140114	   13.25
1104   	環泥         	20140114	   20.94
1108   	幸福         	20140114	    6.41
1109   	信大         	20140114	   10.80
1110   	東泥         	20140114	   16.49
1201   	味全         	20140114	   48.99
1203   	味王         	20140114	   20.12
1210   	大成         	20140114	   15.49
1101   	台泥         	20140115	   32.29
1102   	亞泥         	20140115	   30.05
1103   	嘉泥         	20140115	   13.29
1104   	環泥         	20140115	   22.35
1108   	幸福         	20140115	    6.41
1109   	信大         	20140115	   10.90
1110   	東泥         	20140115	   16.58
1201   	味全         	20140115	   49.09
1203   	味王         	20140115	   20.16
1210   	大成         	20140115	   15.43
1101   	台泥         	20140116	   31.75
1102   	亞泥         	20140116	   30.05
1103   	嘉泥         	20140116	   13.29
1104   	環泥         	20140116	   21.87
1108   	幸福         	20140116	    6.40
1109   	信大         	20140116	   10.80
1110   	東泥         	20140116	   16.44
1201   	味全         	20140116	   48.89
1203   	味王         	20140116	   20.00
1210   	大成         	20140116	   15.37
1101   	台泥         	20140117	   31.61
1102   	亞泥         	20140117	   30.05
1103   	嘉泥         	20140117	   13.17
1104   	環泥         	20140117	   22.13
1108   	幸福         	20140117	    6.38
1109   	信大         	20140117	   10.71
1110   	東泥         	20140117	   16.39
1201   	味全         	20140117	   48.84
1203   	味王         	20140117	   20.08
1210   	大成         	20140117	   15.37
1101   	台泥         	20140120	   31.86
1102   	亞泥         	20140120	   30.05
1103   	嘉泥         	20140120	   13.21
1104   	環泥         	20140120	   21.94
1108   	幸福         	20140120	    6.41
1109   	信大         	20140120	   10.71
1110   	東泥         	20140120	   16.25
1201   	味全         	20140120	   49.14
1203   	味王         	20140120	   19.96
1210   	大成         	20140120	   15.49
1101   	台泥         	20140121	   32.40
1102   	亞泥         	20140121	   30.05
1103   	嘉泥         	20140121	   13.21
1104   	環泥         	20140121	   22.24
1108   	幸福         	20140121	    6.30
1109   	信大         	20140121	   10.71
1110   	東泥         	20140121	   16.16
1201   	味全         	20140121	   49.04
1203   	味王         	20140121	   19.76
1210   	大成         	20140121	   15.40
1101   	台泥         	20140122	   32.62
1102   	亞泥         	20140122	   30.29
1103   	嘉泥         	20140122	   13.29
1104   	環泥         	20140122	   21.68
1108   	幸福         	20140122	    6.31
1109   	信大         	20140122	   10.80
1110   	東泥         	20140122	   16.06
1201   	味全         	20140122	   48.75
1203   	味王         	20140122	   19.88
1210   	大成         	20140122	   15.43
1101   	台泥         	20140123	   32.80
1102   	亞泥         	20140123	   30.05
1103   	嘉泥         	20140123	   13.21
1104   	環泥         	20140123	   21.42
1108   	幸福         	20140123	    6.31
1109   	信大         	20140123	   10.71
1110   	東泥         	20140123	   15.92
1201   	味全         	20140123	   47.56
1203   	味王         	20140123	   19.84
1210   	大成         	20140123	   15.46
1101   	台泥         	20140124	   32.73
1102   	亞泥         	20140124	   30.13
1103   	嘉泥         	20140124	   13.29
1104   	環泥         	20140124	   21.42
1108   	幸福         	20140124	    6.31
1109   	信大         	20140124	   10.76
1110   	東泥         	20140124	   15.92
1201   	味全         	20140124	   47.66
1203   	味王         	20140124	   19.72
1210   	大成         	20140124	   15.37
1101   	台泥         	20140127	   31.97
1102   	亞泥         	20140127	   29.81
1103   	嘉泥         	20140127	   13.25
1104   	環泥         	20140127	   21.20
1108   	幸福         	20140127	    6.25
1109   	信大         	20140127	   10.67
1110   	東泥         	20140127	   15.97
1201   	味全         	20140127	   47.46
1203   	味王         	20140127	   19.60
1210   	大成         	20140127	   15.32
1101   	台泥         	20140205	   30.74
1102   	亞泥         	20140205	   28.77
1103   	嘉泥         	20140205	   13.21
1104   	環泥         	20140205	   20.91
1108   	幸福         	20140205	    6.23
1109   	信大         	20140205	   10.53
1110   	東泥         	20140205	   16.11
1201   	味全         	20140205	   47.41
1203   	味王         	20140205	   19.60
1210   	大成         	20140205	   15.11
1101   	台泥         	20140206	   31.32
1102   	亞泥         	20140206	   28.77
1103   	嘉泥         	20140206	   13.25
1104   	環泥         	20140206	   21.39
1108   	幸福         	20140206	    6.20
1109   	信大         	20140206	   10.49
1110   	東泥         	20140206	   15.82
1201   	味全         	20140206	   47.41
1203   	味王         	20140206	   19.68
1210   	大成         	20140206	   15.08
1101   	台泥         	20140207	   31.46
1102   	亞泥         	20140207	   29.17
1103   	嘉泥         	20140207	   13.21
1104   	環泥         	20140207	   21.13
1108   	幸福         	20140207	    6.24
1109   	信大         	20140207	   10.44
1110   	東泥         	20140207	   16.06
1201   	味全         	20140207	   48.55
1203   	味王         	20140207	   19.72
1210   	大成         	20140207	   15.08
1101   	台泥         	20140210	   31.97
1102   	亞泥         	20140210	   29.13
1103   	嘉泥         	20140210	   13.25
1104   	環泥         	20140210	   21.20
1108   	幸福         	20140210	    6.22
1109   	信大         	20140210	   10.53
1110   	東泥         	20140210	   16.11
1201   	味全         	20140210	   49.34
1203   	味王         	20140210	   19.80
1210   	大成         	20140210	   15.11
1101   	台泥         	20140211	   32.22
1102   	亞泥         	20140211	   29.25
1103   	嘉泥         	20140211	   13.29
1104   	環泥         	20140211	   21.53
1108   	幸福         	20140211	    6.37
1109   	信大         	20140211	   10.85
1110   	東泥         	20140211	   16.16
1201   	味全         	20140211	   48.84
1203   	味王         	20140211	   19.72
1210   	大成         	20140211	   15.14
1101   	台泥         	20140212	   32.69
1102   	亞泥         	20140212	   29.93
1103   	嘉泥         	20140212	   13.34
1104   	環泥         	20140212	   22.13
1108   	幸福         	20140212	    6.57
1109   	信大         	20140212	   10.94
1110   	東泥         	20140212	   15.97
1201   	味全         	20140212	   48.79
1203   	味王         	20140212	   19.72
1210   	大成         	20140212	   15.08
1101   	台泥         	20140213	   32.80
1102   	亞泥         	20140213	   29.89
1103   	嘉泥         	20140213	   13.42
1104   	環泥         	20140213	   21.87
1108   	幸福         	20140213	    6.80
1109   	信大         	20140213	   10.99
1110   	東泥         	20140213	   15.92
1201   	味全         	20140213	   49.04
1203   	味王         	20140213	   19.68
1210   	大成         	20140213	   15.05
1101   	台泥         	20140214	   33.02
1102   	亞泥         	20140214	   30.09
1103   	嘉泥         	20140214	   13.42
1104   	環泥         	20140214	   22.31
1108   	幸福         	20140214	    6.78
1109   	信大         	20140214	   10.80
1110   	東泥         	20140214	   15.78
1201   	味全         	20140214	   49.39
1203   	味王         	20140214	   19.52
1210   	大成         	20140214	   15.08
1101   	台泥         	20140217	   33.20
1102   	亞泥         	20140217	   29.81
1103   	嘉泥         	20140217	   13.34
1104   	環泥         	20140217	   22.75
1108   	幸福         	20140217	    6.78
1109   	信大         	20140217	   10.94
1110   	東泥         	20140217	   15.63
1201   	味全         	20140217	   50.37
1203   	味王         	20140217	   19.52
1210   	大成         	20140217	   15.05
1101   	台泥         	20140218	   33.23
1102   	亞泥         	20140218	   30.13
1103   	嘉泥         	20140218	   13.42
1104   	環泥         	20140218	   23.27
1108   	幸福         	20140218	    6.74
1109   	信大         	20140218	   10.94
1110   	東泥         	20140218	   15.54
1201   	味全         	20140218	   49.88
1203   	味王         	20140218	   19.52
1210   	大成         	20140218	   15.14
1101   	台泥         	20140219	   33.05
1102   	亞泥         	20140219	   30.21
1103   	嘉泥         	20140219	   13.42
1104   	環泥         	20140219	   22.72
1108   	幸福         	20140219	    6.69
1109   	信大         	20140219	   11.03
1110   	東泥         	20140219	   15.63
1201   	味全         	20140219	   49.39
1203   	味王         	20140219	   19.68
1210   	大成         	20140219	   15.23
1101   	台泥         	20140220	   33.09
1102   	亞泥         	20140220	   30.17
1103   	嘉泥         	20140220	   13.34
1104   	環泥         	20140220	   22.01
1108   	幸福         	20140220	    6.75
1109   	信大         	20140220	   10.94
1110   	東泥         	20140220	   16.11
1201   	味全         	20140220	   49.34
1203   	味王         	20140220	   19.52
1210   	大成         	20140220	   15.14
1101   	台泥         	20140221	   33.88
1102   	亞泥         	20140221	   30.37
1103   	嘉泥         	20140221	   13.38
1104   	環泥         	20140221	   22.20
1108   	幸福         	20140221	    6.88
1109   	信大         	20140221	   10.99
1110   	東泥         	20140221	   16.16
1201   	味全         	20140221	   49.34
1203   	味王         	20140221	   19.60
1210   	大成         	20140221	   15.43
1101   	台泥         	20140224	   33.67
1102   	亞泥         	20140224	   30.21
1103   	嘉泥         	20140224	   13.34
1104   	環泥         	20140224	   22.16
1108   	幸福         	20140224	    6.97
1109   	信大         	20140224	   11.03
1110   	東泥         	20140224	   16.25
1201   	味全         	20140224	   48.89
1203   	味王         	20140224	   19.52
1210   	大成         	20140224	   15.29
1101   	台泥         	20140225	   34.50
1102   	亞泥         	20140225	   30.37
1103   	嘉泥         	20140225	   13.42
1104   	環泥         	20140225	   22.09
1108   	幸福         	20140225	    7.12
1109   	信大         	20140225	   11.03
1110   	東泥         	20140225	   16.30
1201   	味全         	20140225	   48.65
1203   	味王         	20140225	   19.48
1210   	大成         	20140225	   15.29
1101   	台泥         	20140226	   34.32
1102   	亞泥         	20140226	   30.57
1103   	嘉泥         	20140226	   13.42
1104   	環泥         	20140226	   22.16
1108   	幸福         	20140226	    7.05
1109   	信大         	20140226	   11.03
1110   	東泥         	20140226	   16.30
1201   	味全         	20140226	   48.40
1203   	味王         	20140226	   19.41
1210   	大成         	20140226	   15.32
1101   	台泥         	20140227	   34.86
1102   	亞泥         	20140227	   30.61
1103   	嘉泥         	20140227	   13.34
1104   	環泥         	20140227	   22.05
1108   	幸福         	20140227	    7.03
1109   	信大         	20140227	   10.99
1110   	東泥         	20140227	   16.11
1201   	味全         	20140227	   48.35
1203   	味王         	20140227	   19.56
1210   	大成         	20140227	   15.29
1101   	台泥         	20140303	   34.39
1102   	亞泥         	20140303	   30.41
1103   	嘉泥         	20140303	   13.29
1104   	環泥         	20140303	   22.05
1108   	幸福         	20140303	    6.99
1109   	信大         	20140303	   10.85
1110   	東泥         	20140303	   16.16
1201   	味全         	20140303	   48.45
1203   	味王         	20140303	   19.41
1210   	大成         	20140303	   15.64
1101   	台泥         	20140304	   33.56
1102   	亞泥         	20140304	   30.37
1103   	嘉泥         	20140304	   13.17
1104   	環泥         	20140304	   22.16
1108   	幸福         	20140304	    6.91
1109   	信大         	20140304	   10.90
1110   	東泥         	20140304	   16.25
1201   	味全         	20140304	   48.25
1203   	味王         	20140304	   19.37
1210   	大成         	20140304	   15.61
1101   	台泥         	20140305	   34.35
1102   	亞泥         	20140305	   30.37
1103   	嘉泥         	20140305	   13.21
1104   	環泥         	20140305	   22.61
1108   	幸福         	20140305	    6.95
1109   	信大         	20140305	   10.94
1110   	東泥         	20140305	   16.30
1201   	味全         	20140305	   48.25
1203   	味王         	20140305	   19.41
1210   	大成         	20140305	   15.64
1101   	台泥         	20140306	   34.03
1102   	亞泥         	20140306	   30.45
1103   	嘉泥         	20140306	   13.17
1104   	環泥         	20140306	   22.24
1108   	幸福         	20140306	    7.08
1109   	信大         	20140306	   10.90
1110   	東泥         	20140306	   16.20
1201   	味全         	20140306	   47.86
1203   	味王         	20140306	   19.21
1210   	大成         	20140306	   15.58
1101   	台泥         	20140307	   33.92
1102   	亞泥         	20140307	   30.73
1103   	嘉泥         	20140307	   13.08
1104   	環泥         	20140307	   22.16
1108   	幸福         	20140307	    7.18
1109   	信大         	20140307	   10.90
1110   	東泥         	20140307	   15.82
1201   	味全         	20140307	   47.66
1203   	味王         	20140307	   19.17
1210   	大成         	20140307	   15.52
1101   	台泥         	20140310	   34.28
1102   	亞泥         	20140310	   30.53
1103   	嘉泥         	20140310	   13.17
1104   	環泥         	20140310	   22.13
1108   	幸福         	20140310	    7.18
1109   	信大         	20140310	   10.85
1110   	東泥         	20140310	   16.20
1201   	味全         	20140310	   47.41
1203   	味王         	20140310	   19.05
1210   	大成         	20140310	   15.75
1101   	台泥         	20140311	   33.59
1102   	亞泥         	20140311	   30.69
1103   	嘉泥         	20140311	   13.12
1104   	環泥         	20140311	   22.01
1108   	幸福         	20140311	    7.07
1109   	信大         	20140311	   10.80
1110   	東泥         	20140311	   15.92
1201   	味全         	20140311	   47.46
1203   	味王         	20140311	   19.09
1210   	大成         	20140311	   15.75
1101   	台泥         	20140312	   34.10
1102   	亞泥         	20140312	   30.77
1103   	嘉泥         	20140312	   13.17
1104   	環泥         	20140312	   21.94
1108   	幸福         	20140312	    7.03
1109   	信大         	20140312	   10.85
1110   	東泥         	20140312	   15.92
1201   	味全         	20140312	   47.41
1203   	味王         	20140312	   19.01
1210   	大成         	20140312	   15.84
1101   	台泥         	20140313	   33.99
1102   	亞泥         	20140313	   30.53
1103   	嘉泥         	20140313	   13.21
1104   	環泥         	20140313	   22.09
1108   	幸福         	20140313	    7.07
1109   	信大         	20140313	   10.80
1110   	東泥         	20140313	   15.97
1201   	味全         	20140313	   47.46
1203   	味王         	20140313	   19.09
1210   	大成         	20140313	   15.81
1101   	台泥         	20140314	   33.92
1102   	亞泥         	20140314	   30.09
1103   	嘉泥         	20140314	   13.17
1104   	環泥         	20140314	   21.53
1108   	幸福         	20140314	    7.07
1109   	信大         	20140314	   10.80
1110   	東泥         	20140314	   16.11
1201   	味全         	20140314	   47.51
1203   	味王         	20140314	   18.85
1210   	大成         	20140314	   15.70
1101   	台泥         	20140317	   34.21
1102   	亞泥         	20140317	   30.17
1103   	嘉泥         	20140317	   13.17
1104   	環泥         	20140317	   21.42
1108   	幸福         	20140317	    7.05
1109   	信大         	20140317	   10.85
1110   	東泥         	20140317	   16.20
1201   	味全         	20140317	   48.20
1203   	味王         	20140317	   18.89
1210   	大成         	20140317	   15.81
1101   	台泥         	20140318	   33.92
1102   	亞泥         	20140318	   30.37
1103   	嘉泥         	20140318	   13.17
1104   	環泥         	20140318	   21.61
1108   	幸福         	20140318	    7.07
1109   	信大         	20140318	   10.85
1110   	東泥         	20140318	   16.01
1201   	味全         	20140318	   48.00
1203   	味王         	20140318	   19.09
1210   	大成         	20140318	   15.78
1101   	台泥         	20140319	   33.70
1102   	亞泥         	20140319	   30.01
1103   	嘉泥         	20140319	   13.12
1104   	環泥         	20140319	   21.83
1108   	幸福         	20140319	    7.07
1109   	信大         	20140319	   10.85
1110   	東泥         	20140319	   15.97
1201   	味全         	20140319	   47.41
1203   	味王         	20140319	   19.01
1210   	大成         	20140319	   15.78
1101   	台泥         	20140320	   33.70
1102   	亞泥         	20140320	   30.13
1103   	嘉泥         	20140320	   12.99
1104   	環泥         	20140320	   21.35
1108   	幸福         	20140320	    7.08
1109   	信大         	20140320	   10.76
1110   	東泥         	20140320	   15.82
1201   	味全         	20140320	   46.92
1203   	味王         	20140320	   18.89
1210   	大成         	20140320	   15.96
1101   	台泥         	20140321	   33.16
1102   	亞泥         	20140321	   29.81
1103   	嘉泥         	20140321	   12.95
1104   	環泥         	20140321	   21.50
1108   	幸福         	20140321	    7.15
1109   	信大         	20140321	   10.71
1110   	東泥         	20140321	   15.68
1201   	味全         	20140321	   46.28
1203   	味王         	20140321	   19.21
1210   	大成         	20140321	   16.22
1101   	台泥         	20140324	   33.20
1102   	亞泥         	20140324	   30.09
1103   	嘉泥         	20140324	   12.95
1104   	環泥         	20140324	   22.05
1108   	幸福         	20140324	    7.15
1109   	信大         	20140324	   10.71
1110   	東泥         	20140324	   15.82
1201   	味全         	20140324	   46.08
1203   	味王         	20140324	   18.89
1210   	大成         	20140324	   16.40
1101   	台泥         	20140325	   34.35
1102   	亞泥         	20140325	   30.57
1103   	嘉泥         	20140325	   13.12
1104   	環泥         	20140325	   22.38
1108   	幸福         	20140325	    7.12
1109   	信大         	20140325	   10.76
1110   	東泥         	20140325	   16.11
1201   	味全         	20140325	   46.03
1203   	味王         	20140325	   18.97
1210   	大成         	20140325	   17.24
1101   	台泥         	20140326	   34.24
1102   	亞泥         	20140326	   30.61
1103   	嘉泥         	20140326	   13.12
1104   	環泥         	20140326	   22.79
1108   	幸福         	20140326	    7.32
1109   	信大         	20140326	   10.76
1110   	東泥         	20140326	   16.01
1201   	味全         	20140326	   46.52
1203   	味王         	20140326	   19.25
1210   	大成         	20140326	   17.30
1101   	台泥         	20140327	   33.92
1102   	亞泥         	20140327	   30.61
1103   	嘉泥         	20140327	   13.34
1104   	環泥         	20140327	   22.79
1108   	幸福         	20140327	    7.20
1109   	信大         	20140327	   10.90
1110   	東泥         	20140327	   16.25
1201   	味全         	20140327	   46.42
1203   	味王         	20140327	   19.29
1210   	大成         	20140327	   17.24
1101   	台泥         	20140328	   34.06
1102   	亞泥         	20140328	   30.13
1103   	嘉泥         	20140328	   13.21
1104   	環泥         	20140328	   22.53
1108   	幸福         	20140328	    7.19
1109   	信大         	20140328	   10.90
1110   	東泥         	20140328	   15.97
1201   	味全         	20140328	   46.18
1203   	味王         	20140328	   18.93
1210   	大成         	20140328	   17.01
1101   	台泥         	20140331	   33.92
1102   	亞泥         	20140331	   30.37
1103   	嘉泥         	20140331	   13.59
1104   	環泥         	20140331	   22.57
1108   	幸福         	20140331	    7.18
1109   	信大         	20140331	   11.62
1110   	東泥         	20140331	   16.11
1201   	味全         	20140331	   45.34
1203   	味王         	20140331	   18.97
1210   	大成         	20140331	   17.60
1101   	台泥         	20140401	   34.50
1102   	亞泥         	20140401	   30.57
1103   	嘉泥         	20140401	   13.59
1104   	環泥         	20140401	   22.57
1108   	幸福         	20140401	    7.52
1109   	信大         	20140401	   11.80
1110   	東泥         	20140401	   16.01
1201   	味全         	20140401	   45.24
1203   	味王         	20140401	   19.09
1210   	大成         	20140401	   17.45
1101   	台泥         	20140402	   33.95
1102   	亞泥         	20140402	   30.57
1103   	嘉泥         	20140402	   13.59
1104   	環泥         	20140402	   22.68
1108   	幸福         	20140402	    7.29
1109   	信大         	20140402	   12.03
1110   	東泥         	20140402	   16.30
1201   	味全         	20140402	   44.99
1203   	味王         	20140402	   19.01
1210   	大成         	20140402	   17.36
1101   	台泥         	20140403	   34.06
1102   	亞泥         	20140403	   30.57
1103   	嘉泥         	20140403	   13.76
1104   	環泥         	20140403	   22.86
1108   	幸福         	20140403	    7.26
1109   	信大         	20140403	   11.84
1110   	東泥         	20140403	   16.11
1201   	味全         	20140403	   45.14
1203   	味王         	20140403	   19.09
1210   	大成         	20140403	   17.24
1101   	台泥         	20140407	   34.14
1102   	亞泥         	20140407	   30.57
1103   	嘉泥         	20140407	   13.76
1104   	環泥         	20140407	   22.53
1108   	幸福         	20140407	    7.21
1109   	信大         	20140407	   11.71
1110   	東泥         	20140407	   15.92
1201   	味全         	20140407	   44.55
1203   	味王         	20140407	   19.05
1210   	大成         	20140407	   17.13
1101   	台泥         	20140408	   33.85
1102   	亞泥         	20140408	   30.61
1103   	嘉泥         	20140408	   13.72
1104   	環泥         	20140408	   22.24
1108   	幸福         	20140408	    7.17
1109   	信大         	20140408	   11.71
1110   	東泥         	20140408	   15.73
1201   	味全         	20140408	   44.55
1203   	味王         	20140408	   18.97
1210   	大成         	20140408	   17.30
1101   	台泥         	20140409	   34.50
1102   	亞泥         	20140409	   30.61
1103   	嘉泥         	20140409	   13.68
1104   	環泥         	20140409	   22.31
1108   	幸福         	20140409	    7.14
1109   	信大         	20140409	   11.75
1110   	東泥         	20140409	   15.92
1201   	味全         	20140409	   44.55
1203   	味王         	20140409	   19.09
1210   	大成         	20140409	   17.19
1101   	台泥         	20140410	   35.72
1102   	亞泥         	20140410	   31.21
1103   	嘉泥         	20140410	   13.76
1104   	環泥         	20140410	   22.90
1108   	幸福         	20140410	    7.11
1109   	信大         	20140410	   11.71
1110   	東泥         	20140410	   15.97
1201   	味全         	20140410	   44.60
1203   	味王         	20140410	   18.93
1210   	大成         	20140410	   17.16
1101   	台泥         	20140411	   35.72
1102   	亞泥         	20140411	   31.73
1103   	嘉泥         	20140411	   13.72
1104   	環泥         	20140411	   22.83
1108   	幸福         	20140411	    7.05
1109   	信大         	20140411	   11.80
1110   	東泥         	20140411	   16.01
1201   	味全         	20140411	   44.45
1203   	味王         	20140411	   18.85
1210   	大成         	20140411	   17.13
1101   	台泥         	20140414	   34.86
1102   	亞泥         	20140414	   30.89
1103   	嘉泥         	20140414	   13.72
1104   	環泥         	20140414	   22.61
1108   	幸福         	20140414	    7.02
1109   	信大         	20140414	   11.84
1110   	東泥         	20140414	   16.01
1201   	味全         	20140414	   44.45
1203   	味王         	20140414	   18.81
1210   	大成         	20140414	   17.39
1101   	台泥         	20140415	   35.04
1102   	亞泥         	20140415	   31.49
1103   	嘉泥         	20140415	   13.76
1104   	環泥         	20140415	   22.35
1108   	幸福         	20140415	    6.99
1109   	信大         	20140415	   11.84
1110   	東泥         	20140415	   15.92
1201   	味全         	20140415	   45.24
1203   	味王         	20140415	   18.77
1210   	大成         	20140415	   17.62
1101   	台泥         	20140416	   34.93
1102   	亞泥         	20140416	   31.45
1103   	嘉泥         	20140416	   13.76
1104   	環泥         	20140416	   22.49
1108   	幸福         	20140416	    7.03
1109   	信大         	20140416	   11.94
1110   	東泥         	20140416	   16.01
1201   	味全         	20140416	   45.24
1203   	味王         	20140416	   18.89
1210   	大成         	20140416	   18.24
1101   	台泥         	20140417	   34.97
1102   	亞泥         	20140417	   31.57
1103   	嘉泥         	20140417	   14.36
1104   	環泥         	20140417	   22.64
1108   	幸福         	20140417	    7.09
1109   	信大         	20140417	   11.89
1110   	東泥         	20140417	   15.87
1201   	味全         	20140417	   45.58
1203   	味王         	20140417	   18.89
1210   	大成         	20140417	   18.12
1101   	台泥         	20140418	   35.36
1102   	亞泥         	20140418	   31.61
1103   	嘉泥         	20140418	   14.40
1104   	環泥         	20140418	   22.61
1108   	幸福         	20140418	    7.08
1109   	信大         	20140418	   11.80
1110   	東泥         	20140418	   15.73
1201   	味全         	20140418	   45.63
1203   	味王         	20140418	   18.77
1210   	大成         	20140418	   18.36
1101   	台泥         	20140421	   35.43
1102   	亞泥         	20140421	   31.69
1103   	嘉泥         	20140421	   14.32
1104   	環泥         	20140421	   22.75
1108   	幸福         	20140421	    7.09
1109   	信大         	20140421	   11.80
1110   	東泥         	20140421	   15.49
1201   	味全         	20140421	   45.29
1203   	味王         	20140421	   18.69
1210   	大成         	20140421	   18.15
1101   	台泥         	20140422	   35.18
1102   	亞泥         	20140422	   31.69
1103   	嘉泥         	20140422	   14.28
1104   	環泥         	20140422	   22.83
1108   	幸福         	20140422	    7.08
1109   	信大         	20140422	   12.61
1110   	東泥         	20140422	   15.54
1201   	味全         	20140422	   44.70
1203   	味王         	20140422	   18.65
1210   	大成         	20140422	   18.03
1101   	台泥         	20140423	   35.04
1102   	亞泥         	20140423	   32.13
1103   	嘉泥         	20140423	   13.98
1104   	環泥         	20140423	   22.75
1108   	幸福         	20140423	    7.02
1109   	信大         	20140423	   13.07
1110   	東泥         	20140423	   15.30
1201   	味全         	20140423	   44.65
1203   	味王         	20140423	   18.73
1210   	大成         	20140423	   18.18
1101   	台泥         	20140424	   34.75
1102   	亞泥         	20140424	   32.13
1103   	嘉泥         	20140424	   13.89
1104   	環泥         	20140424	   22.24
1108   	幸福         	20140424	    6.88
1109   	信大         	20140424	   12.98
1110   	東泥         	20140424	   15.21
1201   	味全         	20140424	   44.50
1203   	味王         	20140424	   18.53
1210   	大成         	20140424	   18.03
1101   	台泥         	20140425	   33.56
1102   	亞泥         	20140425	   31.57
1103   	嘉泥         	20140425	   13.55
1104   	環泥         	20140425	   21.42
1108   	幸福         	20140425	    6.57
1109   	信大         	20140425	   12.61
1110   	東泥         	20140425	   14.78
1201   	味全         	20140425	   43.56
1203   	味王         	20140425	   18.21
1210   	大成         	20140425	   17.60
1101   	台泥         	20140428	   34.35
1102   	亞泥         	20140428	   31.33
1103   	嘉泥         	20140428	   13.55
1104   	環泥         	20140428	   21.17
1108   	幸福         	20140428	    6.65
1109   	信大         	20140428	   12.66
1110   	東泥         	20140428	   15.26
1201   	味全         	20140428	   44.30
1203   	味王         	20140428	   18.21
1210   	大成         	20140428	   17.48
1101   	台泥         	20140429	   34.53
1102   	亞泥         	20140429	   31.73
1103   	嘉泥         	20140429	   13.68
1104   	環泥         	20140429	   21.35
1108   	幸福         	20140429	    6.76
1109   	信大         	20140429	   12.75
1110   	東泥         	20140429	   15.63
1201   	味全         	20140429	   44.45
1203   	味王         	20140429	   18.41
1210   	大成         	20140429	   18.03
1101   	台泥         	20140430	   34.57
1102   	亞泥         	20140430	   31.73
1103   	嘉泥         	20140430	   13.55
1104   	環泥         	20140430	   21.35
1108   	幸福         	20140430	    6.72
1109   	信大         	20140430	   12.93
1110   	東泥         	20140430	   15.16
1201   	味全         	20140430	   44.30
1203   	味王         	20140430	   18.41
1210   	大成         	20140430	   18.27
1101   	台泥         	20140502	   34.24
1102   	亞泥         	20140502	   31.97
1103   	嘉泥         	20140502	   13.68
1104   	環泥         	20140502	   21.76
1108   	幸福         	20140502	    6.72
1109   	信大         	20140502	   13.11
1110   	東泥         	20140502	   15.45
1201   	味全         	20140502	   44.45
1203   	味王         	20140502	   18.33
1210   	大成         	20140502	   17.89
