證券代碼	簡稱	年月日	收盤價(元)
1104   	環泥         	20150612	   22.56
1108   	幸福         	20150612	    8.82
1109   	信大         	20150612	   12.38
1110   	東泥         	20150612	   14.54
1201   	味全         	20150612	   20.15
1203   	味王         	20150612	   18.42
1210   	大成         	20150612	   16.60
1101   	台泥         	20150615	   28.86
1102   	亞泥         	20150615	   31.03
1103   	嘉泥         	20150615	   11.30
1104   	環泥         	20150615	   22.09
1108   	幸福         	20150615	    8.70
1109   	信大         	20150615	   12.29
1110   	東泥         	20150615	   14.59
1201   	味全         	20150615	   20.15
1203   	味王         	20150615	   18.25
1210   	大成         	20150615	   16.80
1101   	台泥         	20150616	   28.86
1102   	亞泥         	20150616	   31.07
1103   	嘉泥         	20150616	   11.12
1104   	環泥         	20150616	   21.94
1108   	幸福         	20150616	    8.70
1109   	信大         	20150616	   12.29
1110   	東泥         	20150616	   14.44
1201   	味全         	20150616	   19.50
1203   	味王         	20150616	   18.25
1210   	大成         	20150616	   16.72
1101   	台泥         	20150617	   28.75
1102   	亞泥         	20150617	   30.73
1103   	嘉泥         	20150617	   11.12
1104   	環泥         	20150617	   21.78
1108   	幸福         	20150617	    8.70
1109   	信大         	20150617	   11.75
1110   	東泥         	20150617	   14.11
1201   	味全         	20150617	   18.95
1203   	味王         	20150617	   18.25
1210   	大成         	20150617	   16.45
1101   	台泥         	20150618	   28.78
1102   	亞泥         	20150618	   30.65
1103   	嘉泥         	20150618	   11.30
1104   	環泥         	20150618	   21.59
1108   	幸福         	20150618	    8.74
1109   	信大         	20150618	   11.80
1110   	東泥         	20150618	   13.72
1201   	味全         	20150618	   18.75
1203   	味王         	20150618	   18.17
1210   	大成         	20150618	   16.68
1101   	台泥         	20150622	   28.86
1102   	亞泥         	20150622	   30.99
1103   	嘉泥         	20150622	   11.30
1104   	環泥         	20150622	   21.71
1108   	幸福         	20150622	    8.78
1109   	信大         	20150622	   11.90
1110   	東泥         	20150622	   14.30
1201   	味全         	20150622	   18.75
1203   	味王         	20150622	   18.58
1210   	大成         	20150622	   16.88
1101   	台泥         	20150623	   29.28
1102   	亞泥         	20150623	   30.90
1103   	嘉泥         	20150623	   11.21
1104   	環泥         	20150623	   21.78
1108   	幸福         	20150623	    8.86
1109   	信大         	20150623	   11.94
1110   	東泥         	20150623	   13.96
1201   	味全         	20150623	   18.95
1203   	味王         	20150623	   18.62
1210   	大成         	20150623	   17.19
1101   	台泥         	20150624	   29.54
1102   	亞泥         	20150624	   31.29
1103   	嘉泥         	20150624	   11.26
1104   	環泥         	20150624	   21.59
1108   	幸福         	20150624	    8.82
1109   	信大         	20150624	   11.94
1110   	東泥         	20150624	   14.11
1201   	味全         	20150624	   19.20
1203   	味王         	20150624	   18.66
1210   	大成         	20150624	   17.03
1101   	台泥         	20150625	   29.70
1102   	亞泥         	20150625	   31.41
1103   	嘉泥         	20150625	   11.26
1104   	環泥         	20150625	   21.55
1108   	幸福         	20150625	    8.82
1109   	信大         	20150625	   11.94
1110   	東泥         	20150625	   14.39
1201   	味全         	20150625	   19.75
1203   	味王         	20150625	   18.87
1210   	大成         	20150625	   17.03
1101   	台泥         	20150626	   29.96
1102   	亞泥         	20150626	   31.07
1103   	嘉泥         	20150626	   11.12
1104   	環泥         	20150626	   21.43
1108   	幸福         	20150626	    8.78
1109   	信大         	20150626	   11.90
1110   	東泥         	20150626	   14.44
1201   	味全         	20150626	   19.55
1203   	味王         	20150626	   18.95
1210   	大成         	20150626	   17.11
1101   	台泥         	20150629	   29.51
1102   	亞泥         	20150629	   30.78
1103   	嘉泥         	20150629	   11.03
1104   	環泥         	20150629	   20.93
1108   	幸福         	20150629	    8.58
1109   	信大         	20150629	   11.85
1110   	東泥         	20150629	   14.49
1201   	味全         	20150629	   19.15
1203   	味王         	20150629	   18.79
1210   	大成         	20150629	   16.72
1101   	台泥         	20150630	   29.58
1102   	亞泥         	20150630	   31.03
1103   	嘉泥         	20150630	   10.98
1104   	環泥         	20150630	   20.97
1108   	幸福         	20150630	    8.62
1109   	信大         	20150630	   11.94
1110   	東泥         	20150630	   14.49
1201   	味全         	20150630	   19.15
1203   	味王         	20150630	   19.08
1210   	大成         	20150630	   16.99
1101   	台泥         	20150701	   30.38
1102   	亞泥         	20150701	   30.90
1103   	嘉泥         	20150701	   11.07
1104   	環泥         	20150701	   21.08
1108   	幸福         	20150701	    8.66
1109   	信大         	20150701	   11.94
1110   	東泥         	20150701	   14.44
1201   	味全         	20150701	   19.50
1203   	味王         	20150701	   19.41
1210   	大成         	20150701	   17.62
1101   	台泥         	20150702	   30.38
1102   	亞泥         	20150702	   30.86
1103   	嘉泥         	20150702	   11.07
1104   	環泥         	20150702	   20.93
1108   	幸福         	20150702	    8.70
1109   	信大         	20150702	   11.85
1110   	東泥         	20150702	   14.39
1201   	味全         	20150702	   19.55
1203   	味王         	20150702	   19.37
1210   	大成         	20150702	   17.66
1101   	台泥         	20150703	   30.46
1102   	亞泥         	20150703	   30.95
1103   	嘉泥         	20150703	   11.07
1104   	環泥         	20150703	   21.16
1108   	幸福         	20150703	    8.70
1109   	信大         	20150703	   11.85
1110   	東泥         	20150703	   14.06
1201   	味全         	20150703	   19.35
1203   	味王         	20150703	   19.00
1210   	大成         	20150703	   17.42
1101   	台泥         	20150706	   30.04
1102   	亞泥         	20150706	   31.03
1103   	嘉泥         	20150706	   11.03
1104   	環泥         	20150706	   20.73
1108   	幸福         	20150706	    8.66
1109   	信大         	20150706	   11.90
1110   	東泥         	20150706	   13.91
1201   	味全         	20150706	   19.40
1203   	味王         	20150706	   18.66
1210   	大成         	20150706	   17.38
1101   	台泥         	20150707	   29.62
1102   	亞泥         	20150707	   30.86
1103   	嘉泥         	20150707	   11.03
1104   	環泥         	20150707	   20.93
1108   	幸福         	20150707	    8.74
1109   	信大         	20150707	   11.99
1110   	東泥         	20150707	   14.15
1201   	味全         	20150707	   19.65
1203   	味王         	20150707	   18.75
1210   	大成         	20150707	   17.31
1101   	台泥         	20150708	   28.82
1102   	亞泥         	20150708	   30.31
1103   	嘉泥         	20150708	   10.94
1104   	環泥         	20150708	   20.58
1108   	幸福         	20150708	    8.45
1109   	信大         	20150708	   12.04
1110   	東泥         	20150708	   14.30
1201   	味全         	20150708	   19.25
1203   	味王         	20150708	   18.58
1210   	大成         	20150708	   16.96
1101   	台泥         	20150709	   28.63
1102   	亞泥         	20150709	   29.76
1103   	嘉泥         	20150709	   10.94
1104   	環泥         	20150709	   20.03
1108   	幸福         	20150709	    8.45
1109   	信大         	20150709	   11.90
1110   	東泥         	20150709	   14.35
1201   	味全         	20150709	   19.10
1203   	味王         	20150709	   18.17
1210   	大成         	20150709	   16.80
1101   	台泥         	20150713	   29.66
1102   	亞泥         	20150713	   30.56
1103   	嘉泥         	20150713	   10.89
1104   	環泥         	20150713	   20.19
1108   	幸福         	20150713	    8.78
1109   	信大         	20150713	   11.80
1110   	東泥         	20150713	   14.30
1201   	味全         	20150713	   19.40
1203   	味王         	20150713	   18.42
1210   	大成         	20150713	   16.80
1101   	台泥         	20150714	   30.49
1102   	亞泥         	20150714	   30.90
1103   	嘉泥         	20150714	   10.89
1104   	環泥         	20150714	   20.23
1108   	幸福         	20150714	    8.82
1109   	信大         	20150714	   11.70
1110   	東泥         	20150714	   13.91
1201   	味全         	20150714	   19.45
1203   	味王         	20150714	   18.25
1210   	大成         	20150714	   16.64
1101   	台泥         	20150715	   30.61
1102   	亞泥         	20150715	   30.61
1103   	嘉泥         	20150715	   10.89
1104   	環泥         	20150715	   19.68
1108   	幸福         	20150715	    8.86
1109   	信大         	20150715	   11.70
1110   	東泥         	20150715	   13.82
1201   	味全         	20150715	   19.30
1203   	味王         	20150715	   18.21
1210   	大成         	20150715	   16.56
1101   	台泥         	20150716	   30.23
1102   	亞泥         	20150716	   30.39
1103   	嘉泥         	20150716	   10.85
1104   	環泥         	20150716	   19.92
1108   	幸福         	20150716	    8.86
1109   	信大         	20150716	   11.50
1110   	東泥         	20150716	   13.77
1201   	味全         	20150716	   19.40
1203   	味王         	20150716	   18.25
1210   	大成         	20150716	   16.72
1101   	台泥         	20150717	   30.23
1102   	亞泥         	20150717	   30.27
1103   	嘉泥         	20150717	   10.76
1104   	環泥         	20150717	   19.96
1108   	幸福         	20150717	    8.91
1109   	信大         	20150717	   11.30
1110   	東泥         	20150717	   13.72
1201   	味全         	20150717	   19.40
1203   	味王         	20150717	   18.21
1210   	大成         	20150717	   16.60
1101   	台泥         	20150720	   30.08
1102   	亞泥         	20150720	   30.05
1103   	嘉泥         	20150720	   10.57
1104   	環泥         	20150720	   19.88
1108   	幸福         	20150720	    8.91
1109   	信大         	20150720	   11.20
1110   	東泥         	20150720	   13.39
1201   	味全         	20150720	   19.60
1203   	味王         	20150720	   18.42
1210   	大成         	20150720	   16.49
1101   	台泥         	20150721	   29.96
1102   	亞泥         	20150721	   30.35
1103   	嘉泥         	20150721	   10.57
1104   	環泥         	20150721	   20.15
1108   	幸福         	20150721	    8.86
1109   	信大         	20150721	   11.15
1110   	東泥         	20150721	   13.48
1201   	味全         	20150721	   21.35
1203   	味王         	20150721	   18.42
1210   	大成         	20150721	   16.41
1101   	台泥         	20150722	   29.70
1102   	亞泥         	20150722	   30.35
1103   	嘉泥         	20150722	   10.48
1104   	環泥         	20150722	   20.64
1108   	幸福         	20150722	    8.73
1109   	信大         	20150722	   11.05
1110   	東泥         	20150722	   13.34
1201   	味全         	20150722	   21.95
1203   	味王         	20150722	   18.42
1210   	大成         	20150722	   17.27
1101   	台泥         	20150723	   30.30
1102   	亞泥         	20150723	   30.27
1103   	嘉泥         	20150723	   10.16
1104   	環泥         	20150723	   20.51
1108   	幸福         	20150723	    8.69
1109   	信大         	20150723	   11.40
1110   	東泥         	20150723	   13.73
1201   	味全         	20150723	   21.70
1203   	味王         	20150723	   18.25
1210   	大成         	20150723	   17.31
1101   	台泥         	20150724	   29.85
1102   	亞泥         	20150724	   30.05
1103   	嘉泥         	20150724	    9.98
1104   	環泥         	20150724	   20.55
1108   	幸福         	20150724	    8.65
1109   	信大         	20150724	   11.10
1110   	東泥         	20150724	   13.29
1201   	味全         	20150724	   21.30
1203   	味王         	20150724	   18.29
1210   	大成         	20150724	   16.96
1101   	台泥         	20150727	   29.20
1102   	亞泥         	20150727	   29.88
1103   	嘉泥         	20150727	    9.80
1104   	環泥         	20150727	   19.98
1108   	幸福         	20150727	    8.61
1109   	信大         	20150727	   10.95
1110   	東泥         	20150727	   13.53
1201   	味全         	20150727	   20.35
1203   	味王         	20150727	   18.25
1210   	大成         	20150727	   16.64
1101   	台泥         	20150728	   28.47
1102   	亞泥         	20150728	   29.76
1103   	嘉泥         	20150728	    9.84
1104   	環泥         	20150728	   19.89
1108   	幸福         	20150728	    8.56
1109   	信大         	20150728	   11.35
1110   	東泥         	20150728	   13.78
1201   	味全         	20150728	   20.60
1203   	味王         	20150728	   18.25
1210   	大成         	20150728	   16.49
1101   	台泥         	20150729	   28.11
1102   	亞泥         	20150729	   29.42
1103   	嘉泥         	20150729	    9.84
1104   	環泥         	20150729	   19.85
1108   	幸福         	20150729	    8.54
1109   	信大         	20150729	   11.20
1110   	東泥         	20150729	   13.63
1201   	味全         	20150729	   21.20
1203   	味王         	20150729	   18.25
1210   	大成         	20150729	   16.56
1101   	台泥         	20150730	   28.23
1102   	亞泥         	20150730	   29.93
1103   	嘉泥         	20150730	    9.84
1104   	環泥         	20150730	   19.94
1108   	幸福         	20150730	    8.61
1109   	信大         	20150730	   11.15
1110   	東泥         	20150730	   13.63
1201   	味全         	20150730	   21.80
1203   	味王         	20150730	   18.25
1210   	大成         	20150730	   16.72
1101   	台泥         	20150731	   27.74
1102   	亞泥         	20150731	   29.46
1103   	嘉泥         	20150731	    9.84
1104   	環泥         	20150731	   19.65
1108   	幸福         	20150731	    8.61
1109   	信大         	20150731	   11.15
1110   	東泥         	20150731	   13.92
1201   	味全         	20150731	   21.50
1203   	味王         	20150731	   18.17
1210   	大成         	20150731	   16.49
1101   	台泥         	20150803	   27.54
1102   	亞泥         	20150803	   29.71
1103   	嘉泥         	20150803	    9.66
1104   	環泥         	20150803	   18.82
1108   	幸福         	20150803	    8.61
1109   	信大         	20150803	   11.15
1110   	東泥         	20150803	   13.24
1201   	味全         	20150803	   21.05
1203   	味王         	20150803	   18.33
1210   	大成         	20150803	   16.49
1101   	台泥         	20150804	   27.86
1102   	亞泥         	20150804	   30.01
1103   	嘉泥         	20150804	    9.66
1104   	環泥         	20150804	   18.66
1108   	幸福         	20150804	    8.48
1109   	信大         	20150804	   11.15
1110   	東泥         	20150804	   13.63
1201   	味全         	20150804	   22.50
1203   	味王         	20150804	   18.21
1210   	大成         	20150804	   16.45
1101   	台泥         	20150805	   27.86
1102   	亞泥         	20150805	   30.39
1103   	嘉泥         	20150805	    9.71
1104   	環泥         	20150805	   18.90
1108   	幸福         	20150805	    8.51
1109   	信大         	20150805	   11.35
1110   	東泥         	20150805	   13.73
1201   	味全         	20150805	   22.90
1203   	味王         	20150805	   18.37
1210   	大成         	20150805	   16.60
1101   	台泥         	20150806	   26.97
1102   	亞泥         	20150806	   30.18
1103   	嘉泥         	20150806	    9.71
1104   	環泥         	20150806	   19.65
1108   	幸福         	20150806	    8.56
1109   	信大         	20150806	   11.05
1110   	東泥         	20150806	   13.44
1201   	味全         	20150806	   23.15
1203   	味王         	20150806	   18.37
1210   	大成         	20150806	   15.78
1101   	台泥         	20150807	   27.38
1102   	亞泥         	20150807	   30.05
1103   	嘉泥         	20150807	    9.66
1104   	環泥         	20150807	   19.61
1108   	幸福         	20150807	    8.54
1109   	信大         	20150807	   11.25
1110   	東泥         	20150807	   13.53
1201   	味全         	20150807	   22.90
1203   	味王         	20150807	   18.17
1210   	大成         	20150807	   15.74
1101   	台泥         	20150810	   27.94
1102   	亞泥         	20150810	   30.05
1103   	嘉泥         	20150810	    9.75
1104   	環泥         	20150810	   19.77
1108   	幸福         	20150810	    8.73
1109   	信大         	20150810	   11.25
1110   	東泥         	20150810	   13.48
1201   	味全         	20150810	   24.00
1203   	味王         	20150810	   18.37
1210   	大成         	20150810	   15.94
1101   	台泥         	20150811	   27.66
1102   	亞泥         	20150811	   29.63
1103   	嘉泥         	20150811	    9.80
1104   	環泥         	20150811	   19.40
1108   	幸福         	20150811	    8.58
1109   	信大         	20150811	   11.15
1110   	東泥         	20150811	   13.10
1201   	味全         	20150811	   23.30
1203   	味王         	20150811	   18.29
1210   	大成         	20150811	   15.63
1101   	台泥         	20150812	   27.58
1102   	亞泥         	20150812	   29.16
1103   	嘉泥         	20150812	    9.75
1104   	環泥         	20150812	   19.52
1108   	幸福         	20150812	    8.61
1109   	信大         	20150812	   11.30
1110   	東泥         	20150812	   13.14
1201   	味全         	20150812	   23.40
1203   	味王         	20150812	   18.25
1210   	大成         	20150812	   15.74
1101   	台泥         	20150813	   27.50
1102   	亞泥         	20150813	   29.50
1103   	嘉泥         	20150813	    9.71
1104   	環泥         	20150813	   19.48
1108   	幸福         	20150813	    8.69
1109   	信大         	20150813	   11.20
1110   	東泥         	20150813	   13.05
1201   	味全         	20150813	   23.05
1203   	味王         	20150813	   18.33
1210   	大成         	20150813	   15.74
1101   	台泥         	20150814	   27.17
1102   	亞泥         	20150814	   29.54
1103   	嘉泥         	20150814	    9.66
1104   	環泥         	20150814	   19.32
1108   	幸福         	20150814	    8.86
1109   	信大         	20150814	   11.20
1110   	東泥         	20150814	   13.29
1201   	味全         	20150814	   23.10
1203   	味王         	20150814	   18.66
1210   	大成         	20150814	   15.78
1101   	台泥         	20150817	   27.17
1102   	亞泥         	20150817	   29.76
1103   	嘉泥         	20150817	    9.62
1104   	環泥         	20150817	   19.11
1108   	幸福         	20150817	    8.73
1109   	信大         	20150817	   11.00
1110   	東泥         	20150817	   13.19
1201   	味全         	20150817	   22.05
1203   	味王         	20150817	   18.58
1210   	大成         	20150817	   15.63
1101   	台泥         	20150818	   27.42
1102   	亞泥         	20150818	   29.80
1103   	嘉泥         	20150818	    9.48
1104   	環泥         	20150818	   18.94
1108   	幸福         	20150818	    8.82
1109   	信大         	20150818	   10.55
1110   	東泥         	20150818	   13.14
1201   	味全         	20150818	   22.15
1203   	味王         	20150818	   18.58
1210   	大成         	20150818	   15.59
1101   	台泥         	20150819	   27.38
1102   	亞泥         	20150819	   29.71
1103   	嘉泥         	20150819	    8.99
1104   	環泥         	20150819	   17.67
1108   	幸福         	20150819	    8.61
1109   	信大         	20150819	    9.76
1110   	東泥         	20150819	   13.34
1201   	味全         	20150819	   20.25
1203   	味王         	20150819	   18.17
1210   	大成         	20150819	   14.85
1101   	台泥         	20150820	   27.09
1102   	亞泥         	20150820	   29.03
1103   	嘉泥         	20150820	    9.06
1104   	環泥         	20150820	   17.91
1108   	幸福         	20150820	    8.78
1109   	信大         	20150820	   10.36
1110   	東泥         	20150820	   13.14
1201   	味全         	20150820	   20.40
1203   	味王         	20150820	   18.08
1210   	大成         	20150820	   14.34
1101   	台泥         	20150821	   26.20
1102   	亞泥         	20150821	   28.86
1103   	嘉泥         	20150821	    8.72
1104   	環泥         	20150821	   17.09
1108   	幸福         	20150821	    8.57
1109   	信大         	20150821	   10.26
1110   	東泥         	20150821	   13.05
1201   	味全         	20150821	   19.90
1203   	味王         	20150821	   17.83
1210   	大成         	20150821	   13.75
1101   	台泥         	20150824	   25.96
1102   	亞泥         	20150824	   27.46
1103   	嘉泥         	20150824	    8.05
1104   	環泥         	20150824	   16.43
1108   	幸福         	20150824	    8.11
1109   	信大         	20150824	    9.86
1110   	東泥         	20150824	   13.05
1201   	味全         	20150824	   18.20
1203   	味王         	20150824	   16.71
1210   	大成         	20150824	   13.01
1101   	台泥         	20150825	   25.96
1102   	亞泥         	20150825	   28.06
1103   	嘉泥         	20150825	    7.94
1104   	環泥         	20150825	   16.76
1108   	幸福         	20150825	    8.14
1109   	信大         	20150825	    9.86
1110   	東泥         	20150825	   12.61
1201   	味全         	20150825	   18.35
1203   	味王         	20150825	   16.80
1210   	大成         	20150825	   12.97
1101   	台泥         	20150826	   26.00
1102   	亞泥         	20150826	   28.06
1103   	嘉泥         	20150826	    8.04
1104   	環泥         	20150826	   16.76
1108   	幸福         	20150826	    8.48
1109   	信大         	20150826	    9.96
1110   	東泥         	20150826	   12.41
1201   	味全         	20150826	   18.40
1203   	味王         	20150826	   16.67
1210   	大成         	20150826	   14.10
1101   	台泥         	20150827	   26.44
1102   	亞泥         	20150827	   28.57
1103   	嘉泥         	20150827	    8.10
1104   	環泥         	20150827	   17.09
1108   	幸福         	20150827	    8.61
1109   	信大         	20150827	   10.01
1110   	東泥         	20150827	   12.36
1201   	味全         	20150827	   19.00
1203   	味王         	20150827	   16.67
1210   	大成         	20150827	   14.14
1101   	台泥         	20150828	   28.27
1102   	亞泥         	20150828	   29.84
1103   	嘉泥         	20150828	    8.80
1104   	環泥         	20150828	   17.33
1108   	幸福         	20150828	    8.91
1109   	信大         	20150828	   10.01
1110   	東泥         	20150828	   12.56
1201   	味全         	20150828	   19.60
1203   	味王         	20150828	   16.84
1210   	大成         	20150828	   14.35
1101   	台泥         	20150831	   28.27
1102   	亞泥         	20150831	   29.71
1103   	嘉泥         	20150831	    8.87
1104   	環泥         	20150831	   17.38
1108   	幸福         	20150831	    9.08
1109   	信大         	20150831	   10.11
1110   	東泥         	20150831	   12.66
1201   	味全         	20150831	   19.50
1203   	味王         	20150831	   16.80
1210   	大成         	20150831	   14.19
1101   	台泥         	20150901	   27.86
1102   	亞泥         	20150901	   29.58
1103   	嘉泥         	20150901	    9.53
1104   	環泥         	20150901	   17.38
1108   	幸福         	20150901	    9.08
1109   	信大         	20150901	   10.06
1110   	東泥         	20150901	   12.71
1201   	味全         	20150901	   19.25
1203   	味王         	20150901	   16.93
1210   	大成         	20150901	   14.31
1101   	台泥         	20150902	   27.58
1102   	亞泥         	20150902	   29.58
1103   	嘉泥         	20150902	    9.30
1104   	環泥         	20150902	   17.58
1108   	幸福         	20150902	    8.99
1109   	信大         	20150902	   10.21
1110   	東泥         	20150902	   13.10
1201   	味全         	20150902	   19.20
1203   	味王         	20150902	   17.06
1210   	大成         	20150902	   14.23
1101   	台泥         	20150903	   27.54
1102   	亞泥         	20150903	   29.80
1103   	嘉泥         	20150903	    9.39
1104   	環泥         	20150903	   17.67
1108   	幸福         	20150903	    9.04
1109   	信大         	20150903	   10.21
1110   	東泥         	20150903	   12.95
1201   	味全         	20150903	   19.25
1203   	味王         	20150903	   17.10
1210   	大成         	20150903	   14.31
1101   	台泥         	20150904	   27.50
1102   	亞泥         	20150904	   29.80
1103   	嘉泥         	20150904	    9.21
1104   	環泥         	20150904	   17.79
1108   	幸福         	20150904	    9.08
1109   	信大         	20150904	   10.21
1110   	東泥         	20150904	   12.95
1201   	味全         	20150904	   18.90
1203   	味王         	20150904	   17.02
1210   	大成         	20150904	   14.48
1101   	台泥         	20150907	   27.17
1102   	亞泥         	20150907	   29.90
1103   	嘉泥         	20150907	    9.30
1104   	環泥         	20150907	   17.83
1108   	幸福         	20150907	    9.21
1109   	信大         	20150907	   10.16
1110   	東泥         	20150907	   12.90
1201   	味全         	20150907	   18.90
1203   	味王         	20150907	   17.02
1210   	大成         	20150907	   14.31
1101   	台泥         	20150908	   27.17
1102   	亞泥         	20150908	   29.76
1103   	嘉泥         	20150908	    9.34
1104   	環泥         	20150908	   18.00
1108   	幸福         	20150908	    9.16
1109   	信大         	20150908	   10.11
1110   	東泥         	20150908	   13.10
1201   	味全         	20150908	   18.95
1203   	味王         	20150908	   16.97
1210   	大成         	20150908	   14.68
1101   	台泥         	20150909	   28.75
1102   	亞泥         	20150909	   30.53
1103   	嘉泥         	20150909	    9.48
1104   	環泥         	20150909	   18.66
1108   	幸福         	20150909	    9.29
1109   	信大         	20150909	   10.26
1110   	東泥         	20150909	   13.10
1201   	味全         	20150909	   19.25
1203   	味王         	20150909	   17.15
1210   	大成         	20150909	   14.81
1101   	台泥         	20150910	   28.92
1102   	亞泥         	20150910	   30.30
1103   	嘉泥         	20150910	    9.48
1104   	環泥         	20150910	   19.19
1108   	幸福         	20150910	    9.08
1109   	信大         	20150910	   10.36
1110   	東泥         	20150910	   13.29
1201   	味全         	20150910	   19.15
1203   	味王         	20150910	   17.28
1210   	大成         	20150910	   15.01
1101   	台泥         	20150911	   28.59
1102   	亞泥         	20150911	   30.94
1103   	嘉泥         	20150911	    9.53
1104   	環泥         	20150911	   18.94
1108   	幸福         	20150911	    9.04
1109   	信大         	20150911	   10.36
1110   	東泥         	20150911	   13.34
1201   	味全         	20150911	   19.65
1203   	味王         	20150911	   17.45
1210   	大成         	20150911	   15.10
1101   	台泥         	20150914	   28.75
1102   	亞泥         	20150914	   30.80
1103   	嘉泥         	20150914	    9.53
1104   	環泥         	20150914	   18.70
1108   	幸福         	20150914	    9.04
1109   	信大         	20150914	   10.16
1110   	東泥         	20150914	   13.34
1201   	味全         	20150914	   20.00
1203   	味王         	20150914	   17.36
1210   	大成         	20150914	   14.85
1101   	台泥         	20150915	   28.88
1102   	亞泥         	20150915	   30.80
1103   	嘉泥         	20150915	    9.43
1104   	環泥         	20150915	   18.45
1108   	幸福         	20150915	    8.95
1109   	信大         	20150915	   10.21
1110   	東泥         	20150915	   13.44
1201   	味全         	20150915	   19.70
1203   	味王         	20150915	   17.36
1210   	大成         	20150915	   14.93
1101   	台泥         	20150916	   28.80
1102   	亞泥         	20150916	   30.80
1103   	嘉泥         	20150916	    9.48
1104   	環泥         	20150916	   18.37
1108   	幸福         	20150916	    8.95
1109   	信大         	20150916	   10.11
1110   	東泥         	20150916	   13.29
1201   	味全         	20150916	   19.85
1203   	味王         	20150916	   17.71
1210   	大成         	20150916	   15.01
1101   	台泥         	20150917	   28.84
1102   	亞泥         	20150917	   30.80
1103   	嘉泥         	20150917	    9.53
1104   	環泥         	20150917	   18.61
1108   	幸福         	20150917	    8.99
1109   	信大         	20150917	   10.26
1110   	東泥         	20150917	   13.63
1201   	味全         	20150917	   20.10
1203   	味王         	20150917	   17.76
1210   	大成         	20150917	   15.05
1101   	台泥         	20150918	   28.55
1102   	亞泥         	20150918	   30.26
1103   	嘉泥         	20150918	    9.62
1104   	環泥         	20150918	   18.61
1108   	幸福         	20150918	    9.08
1109   	信大         	20150918	   10.26
1110   	東泥         	20150918	   13.83
1201   	味全         	20150918	   19.90
1203   	味王         	20150918	   17.71
1210   	大成         	20150918	   15.30
1101   	台泥         	20150921	   28.02
1102   	亞泥         	20150921	   30.03
1103   	嘉泥         	20150921	    9.53
1104   	環泥         	20150921	   18.41
1108   	幸福         	20150921	    8.99
1109   	信大         	20150921	   10.01
1110   	東泥         	20150921	   13.87
1201   	味全         	20150921	   19.60
1203   	味王         	20150921	   17.54
1210   	大成         	20150921	   14.97
1101   	台泥         	20150922	   28.19
1102   	亞泥         	20150922	   30.17
1103   	嘉泥         	20150922	    9.53
1104   	環泥         	20150922	   18.20
1108   	幸福         	20150922	    8.95
1109   	信大         	20150922	   10.11
1110   	東泥         	20150922	   13.97
1201   	味全         	20150922	   19.45
1203   	味王         	20150922	   17.45
1210   	大成         	20150922	   15.10
1101   	台泥         	20150923	   27.94
1102   	亞泥         	20150923	   29.85
1103   	嘉泥         	20150923	    9.43
1104   	環泥         	20150923	   17.79
1108   	幸福         	20150923	    8.95
1109   	信大         	20150923	   10.06
1110   	東泥         	20150923	   13.92
1201   	味全         	20150923	   19.25
1203   	味王         	20150923	   17.50
1210   	大成         	20150923	   14.81
1101   	台泥         	20150924	   26.93
1102   	亞泥         	20150924	   29.44
1103   	嘉泥         	20150924	    9.38
1104   	環泥         	20150924	   17.33
1108   	幸福         	20150924	    8.86
1109   	信大         	20150924	   10.11
1110   	東泥         	20150924	   14.12
1201   	味全         	20150924	   19.10
1203   	味王         	20150924	   17.45
1210   	大成         	20150924	   15.18
1101   	台泥         	20150925	   26.69
1102   	亞泥         	20150925	   29.40
1103   	嘉泥         	20150925	    9.39
1104   	環泥         	20150925	   17.17
1108   	幸福         	20150925	    8.91
1109   	信大         	20150925	   10.26
1110   	東泥         	20150925	   14.26
1201   	味全         	20150925	   19.10
1203   	味王         	20150925	   17.36
1210   	大成         	20150925	   14.97
1101   	台泥         	20150930	   27.05
1102   	亞泥         	20150930	   29.21
1103   	嘉泥         	20150930	    9.43
1104   	環泥         	20150930	   17.00
1108   	幸福         	20150930	    8.82
1109   	信大         	20150930	   10.11
1110   	東泥         	20150930	   14.70
1201   	味全         	20150930	   19.30
1203   	味王         	20150930	   17.36
1210   	大成         	20150930	   14.97
1101   	台泥         	20151001	   27.66
1102   	亞泥         	20151001	   29.44
1103   	嘉泥         	20151001	    9.53
1104   	環泥         	20151001	   17.13
1108   	幸福         	20151001	    8.91
1109   	信大         	20151001	   10.16
1110   	東泥         	20151001	   15.14
1201   	味全         	20151001	   20.05
1203   	味王         	20151001	   17.50
1210   	大成         	20151001	   15.01
1101   	台泥         	20151002	   27.58
1102   	亞泥         	20151002	   29.58
1103   	嘉泥         	20151002	    9.53
1104   	環泥         	20151002	   17.17
1108   	幸福         	20151002	    8.86
1109   	信大         	20151002	   10.11
1110   	東泥         	20151002	   15.29
1201   	味全         	20151002	   20.10
1203   	味王         	20151002	   17.36
1210   	大成         	20151002	   15.14
1101   	台泥         	20151005	   27.98
1102   	亞泥         	20151005	   30.39
1103   	嘉泥         	20151005	    9.62
1104   	環泥         	20151005	   17.50
1108   	幸福         	20151005	    8.95
1109   	信大         	20151005	   10.16
1110   	東泥         	20151005	   14.99
1201   	味全         	20151005	   20.95
1203   	味王         	20151005	   17.45
1210   	大成         	20151005	   15.72
1101   	台泥         	20151006	   28.59
1102   	亞泥         	20151006	   30.80
1103   	嘉泥         	20151006	    9.67
